question_id,grade,stud_id,question,ref_answer,student_answer,
2.4,5,[28],When does C++ create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",when one is not explicitly included by a class<br>,
2.4,5,[15],When does C++ create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",When you dont specify any constructors.,
2.4,5,[14],When does C++ create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.","at the very beginning when you run a complier, matter a fact in C++ it generates its own default constructor for the class provided if no other constructors have been provided by user",
2.5,0,[6],How many constructors can be created for a class?,Unlimited number.,Just one per class.,
2.5,5,[5],How many constructors can be created for a class?,Unlimited number.,As many as you want so long as they have different parameters.,
2.5,5,[8],How many constructors can be created for a class?,Unlimited number.,"There is no limit to the number of constructors in a class because like functions, constructors can be overloaded.",
2.5,1.5,[3],How many constructors can be created for a class?,Unlimited number.,It depends what type of class is being defined.  Typically you would have a constructor call for each object.,
2.5,5,[4],How many constructors can be created for a class?,Unlimited number.,"In C++, the constructor can be overloaded in that there can be more than one constructor for a class, each having different parameters.",
2.5,0,[9],How many constructors can be created for a class?,Unlimited number.,1,
2.5,5,[22],How many constructors can be created for a class?,Unlimited number.,any number you want,
2.5,0,[23],How many constructors can be created for a class?,Unlimited number.,One,
2.5,5,[2],How many constructors can be created for a class?,Unlimited number.,"by default just one, but they may be overloaded to create as many constructors as necessary",
2.5,5,[29],How many constructors can be created for a class?,Unlimited number.,as many as you want,
2.5,5,[31],How many constructors can be created for a class?,Unlimited number.,"As many as you want, with different parameters.",
2.5,5,[12],How many constructors can be created for a class?,Unlimited number.,infinite,
2.5,5,[21],How many constructors can be created for a class?,Unlimited number.,as many as you need,
2.5,5,[13],How many constructors can be created for a class?,Unlimited number.,"As many as are needed, depending on how many variables one wishes to directly modify or leave as default when instantiating an object.",
2.5,5,[11],How many constructors can be created for a class?,Unlimited number.,"A very large amount of constructors can be created for any given class through overloading.  When two constructors with a different type or number of parameters are created, they are said to be overloaded, and C++ can recognize which constructor to use based on the type of the variables that are passed/returned.",
2.5,2.5,[17],How many constructors can be created for a class?,Unlimited number.,It depends on the number of objects. Each object should have a constructor.,
2.5,5,[7],How many constructors can be created for a class?,Unlimited number.,"Theoretically unlimited, as long as they are defined by the programmer.",
2.5,5,[10],How many constructors can be created for a class?,Unlimited number.,As many as needed.,
2.5,5,[27],How many constructors can be created for a class?,Unlimited number.,as many as wanted/needed,
2.5,4.5,[25],How many constructors can be created for a class?,Unlimited number.,several,
2.5,0,[20],How many constructors can be created for a class?,Unlimited number.,One,
2.5,0,[18],How many constructors can be created for a class?,Unlimited number.,one,
2.5,5,[19],How many constructors can be created for a class?,Unlimited number.,There can be infinite constructors as long as the signature is different.,
2.5,1.5,[30],How many constructors can be created for a class?,Unlimited number.,that depends on the number of data members in the class,
2.5,0,[16],How many constructors can be created for a class?,Unlimited number.,one,
2.5,5,[26],How many constructors can be created for a class?,Unlimited number.,you can overload constructors as you need,
2.5,5,[1],How many constructors can be created for a class?,Unlimited number.,As many as the programmer wants to create. ,
2.5,0,[28],How many constructors can be created for a class?,Unlimited number.,one,
2.5,5,[15],How many constructors can be created for a class?,Unlimited number.,"as many as you want, as long as they each have a unique argument list",
2.5,5,[14],How many constructors can be created for a class?,Unlimited number.,as many as the user decides to use. ,
2.6,4,[6],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ", A function definition does not require any additional information that needs to be passed inside its parenthesis<br> to execute. While a definition prototype requires more than one parameters to be passed in order to complete its <br>task.,
2.6,2.5,[5],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","The FUNCTION PROTOTYPE is where the programmer declares that he/she is using a function other than main( ). This is like declaring a variable, the programmer knows that he/she will be using in the future, but has yet to say where they are going to use it, or how. This is answers the question who, it gives the function a name and character. The function prototype, by common practice is placed at the beginning of the program after the #includes and before main( ).<br>The FUNCTION DEFINITION is the guts of the function. This is where the programmer decides what the function is going to do and tells it how to do it. It takes whatever information it is given and performs the operations. It works sort of like the brain, the brain takes in input and based upon that input performs in some way producing an output. The function defintion is placed outside of main( ) and any other functions. A function is its own entity and should be thought of as such.",
2.6,5,[8],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A function prototype tells the compiler the function name, return type and the number and type of parameters without revealing the implementations contained in the function definition.",
2.6,3,[3],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",Function prototype is a declaration.  Function definitions (w/multiple parameters) often require more than one piece of information. to perform their tasks.,
2.6,5,[4],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A function prototype is a declaration of a function that tells the compiler the function's name, its return type and the types of its parameters.",
2.6,4.5,[9],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",A prototype shows only return types and necessary parameters. The definition includes names for those parameters and defines what the object is actually capable of doing.,
2.6,4.5,[22],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",prototype only tells the user what data types go into a function and what type is returned.,
2.6,4.5,[23],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",Function prototype is located in the .h file and only contains the access function name and paramater type.<br><br>Function definition contains the code for the function to perform its activity.,
2.6,4,[2],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","a function prototype is used to reference the compiler to a function that will be defined later on, a function definition is the actual function itself, complete with return type, parameters, etc...",
2.6,4.5,[29],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",A function prototype describes a class's public interface without revealing the class's member function implementations,
2.6,2,[31],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","Function definitions are just that, the definition. The prototype is what the compiler uses to check that calls to function are correct.",
2.6,3,[12],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",a prototype does not include any actual code where the function has all the code that is executed in the program.,
2.6,3,[21],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",a prototype declares what will be used in the program and the definition ,
2.6,5,[13],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A function prototype lays out the name, return type, and the number and types of parameters the function expects to receive in a certain order.  The details for function prototypes are in the function definition.",
2.6,5,[11],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A function definition is the code that defines the function placed in the {} brackets that determines that function's operation.<br><br>A function prototype shows the function's public interface without exposing implementation.  It shows name, return type and type of paramaters.",
2.6,3.5,[17],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A function prototype is just a declaration of the function existing, and cant be used as an actual function. A function has to be created with a definition within to tell the compiler what the function does.",
2.6,4.5,[7],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",the Prototype creates a framework to call the function definition. While a function definition is where the function is actually programmed out and created into a final product.,
2.6,4.5,[10],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",A function prototype describes the class's public interface without providing how the function works.<br>A function definition contains the inner workings of the function.,
2.6,3.5,[27],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","prototype states all functions in that class before compilation, where the definition actually holds the source for the functions",
2.6,5,[25],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","Function prototypes tell the compiler the function names, its return type, and the types of its parameters where as, function definitions actually implement the member functions.",
2.6,4,[20],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",A function prototype just specifies parameters.  A function definition includes parameters and a code body.,
2.6,4.5,[18],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",Function prototypes describe the class's public interface,
2.6,4.5,[19],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A prototype only declares name, return type, and input type.<br>A definition also defines the scope, variables, process, and return function ",
2.6,4,[30],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","a function prototype simply declares the functions parameters, the function definition includes any necessary variables and the function's actual code",
2.6,3.5,[16],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A functgion prototype is a declaration of a function , while function definition specifies what a function does",
2.6,5,[26],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","in a function prototype you include the return type, the name of the function, and its parameters if any are needed.<br><br>in a function definition you write the code of what the function will do. ",
2.6,4.5,[1],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A function definition contains all the code for a function to work. A function prototype just shows the output, input and function name.",
2.6,4.5,[28],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","function prototype describe the class's public interface without revealing <br><br>the class's member function implementations,  function definitions show what <br><br>implementations are being done",
2.6,5,[15],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ","A function prototype only names the function, its return type, and it's argument list, while a definition defines the above as well as what the function actually does.",
2.6,4.5,[14],What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function. ",function prototype describes a classes interface without reviling whatever is inside as for the function definition can't do that. <br>,
2.7,4.5,[6],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the role of a header file list all the functions a class can do while hiding the inner workings of its functions<br>,
2.7,3,[5],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",The main role of header file is it is used to share information among various files.,
2.7,3.5,[8],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header files separate files in which classes are defined and allow the compiler to recognize classes when used elsewhere.,
2.7,0,[3],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",No,
2.7,3.5,[4],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",
2.7,4.5,[9],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","To provide information about the contents of a library. It includes the definition of classes, declarations of functions, data types, and constants.",
2.7,4.5,[22],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the header file shows the user what types go into and come out of a function but does not allow a user to manipulate the actual code for the function.,
2.7,3.5,[23],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header files declares the class member functions.,
2.7,4,[2],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",A header file allows for the separation of declaration and implementation into separate files. ,
2.7,1.5,[29],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the header file has access to the C++ Standard Library and makes certain classes like class string work.,
2.7,2.5,[31],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Ã¢??“InstructÃ¢???the compiler on how to interface with library and user-written components.,
2.7,3,[12],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",create a comon area to contain reusable functions.,
2.7,3,[21],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",to declare the functions being used in the classes,
2.7,1.5,[13],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","#include ""hat.h""  allows the use of the hat container, so called from the act of pulling names from a hat.  The header file for hat includes functions for storage and retrieval of it's contents, mainly put(), peek(), and pull().",
2.7,4,[11],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To hold reusable content or modules separate from the actual  source-code file that can be easily referenced and employed for different programs.,
2.7,5,[17],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",a header file is a file used to store a list of prototye functions and data members.,
2.7,3.5,[7],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file is a cross communication method between source files, to help limit the size of each individual program. Without header files a program will be 1 large lump of code and thus fairly hard to debug and traverse.",
2.7,3,[10],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",It contains reusable source code for use by other classes.,
2.7,3.5,[27],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","to separate the source code from the main function, allows the methods/classes to be included in the program without direct coding. allows re usability.",
2.7,2.5,[25],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header files have reusable source code in a file that a programer can use. ,
2.7,3.5,[20],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To hide the definition and details of a class.  Also to help readability of the main C++ file.,
2.7,3.5,[18],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To allow the compiler to recognize the classes when used elsewhere.,
2.7,4,[19],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file declares a class, its data, and functions available through that class.",
2.7,3,[30],What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",header files contain code which can be used in multiple files,
3.1,4.5,[6],What does a function signature include?,The name of the function and the types of the parameters.,"It includes the name of the program, the type of parameters it can take. It should also include a brief description of what the function does.",
3.1,3,[5],What does a function signature include?,The name of the function and the types of the parameters.,it includes the specific information about the function such as input and output variable types and how many of each.,
3.1,5,[8],What does a function signature include?,The name of the function and the types of the parameters.,The function signature includes the name of the function and the types of its arguments.,
3.1,4.5,[3],What does a function signature include?,The name of the function and the types of the parameters.,"A function signature consists of the function prototype.  This tells you the general information about a function, its name, parameters, what scope it is in, and other miscellaneous information.",
3.1,5,[4],What does a function signature include?,The name of the function and the types of the parameters.,It includes the name of the function and the types of its arguments.,
3.1,4.5,[24],What does a function signature include?,The name of the function and the types of the parameters.,"Name, paramaters, scope, and other general function information",
3.1,5,[9],What does a function signature include?,The name of the function and the types of the parameters.,It includes a function name and parameter list. Does not include return type. Function signatures must be different.,
3.1,3,[22],What does a function signature include?,The name of the function and the types of the parameters.,input parameters and return type,
3.1,5,[23],What does a function signature include?,The name of the function and the types of the parameters.,The portion of the function prototyp tha has the function name and the arguments but NOT the return type.,
3.1,5,[2],What does a function signature include?,The name of the function and the types of the parameters.,Name of the function and the types of it's arguments,
3.1,5,[29],What does a function signature include?,The name of the function and the types of the parameters.,The name of the function and the types of its arguments.,
3.1,5,[31],What does a function signature include?,The name of the function and the types of the parameters.,Includes the name of the function and the types of its arguments.,
3.1,5,[12],What does a function signature include?,The name of the function and the types of the parameters.,"identification of a function and the data types of its parameters, it has the name, and the data type variables ",
3.1,3,[21],What does a function signature include?,The name of the function and the types of the parameters.,"a return type, and input parameters",
3.1,5,[13],What does a function signature include?,The name of the function and the types of the parameters.,The function signature includes the method name and the input types. ,
3.1,5,[11],What does a function signature include?,The name of the function and the types of the parameters.,"A function signature includes the name of the function and types of arguments, but not the return type.<br><br>",
3.1,2,[17],What does a function signature include?,The name of the function and the types of the parameters.,The signature can include a result type and thrown errors. ,
3.1,5,[7],What does a function signature include?,The name of the function and the types of the parameters.,"function name, and input paramaters",
3.1,5,[10],What does a function signature include?,The name of the function and the types of the parameters.,"The name of the function and the types of its arguments.<br>This includes the number, type, and order the parameters appear in.",
3.1,5,[27],What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and the types of its arguments,
3.1,5,[25],What does a function signature include?,The name of the function and the types of the parameters.,A function signature includes the name of the function and the types of its arguments,
3.1,3,[20],What does a function signature include?,The name of the function and the types of the parameters.,"A function signature includes a function's return type, parameters and semi-colon.",
3.1,5,[18],What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and the types of its arguments,
3.1,5,[19],What does a function signature include?,The name of the function and the types of the parameters.,the function's name and parameters,
3.1,5,[30],What does a function signature include?,The name of the function and the types of the parameters.,The name of the function and the types of its arguments.,
3.1,5,[16],What does a function signature include?,The name of the function and the types of the parameters.,The portion of a function prototype that includes the name of the function and the types of its arguments,
3.1,5,[26],What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and its parameters,
3.1,5,[1],What does a function signature include?,The name of the function and the types of the parameters.,The function name and parameters,
3.1,5,[28],What does a function signature include?,The name of the function and the types of the parameters.,name of function and types of arguments,
3.1,3,[15],What does a function signature include?,The name of the function and the types of the parameters.,a function's return type and parameter list,
3.1,5,[14],What does a function signature include?,The name of the function and the types of the parameters.,"it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. ",
3.2,5,[6],What is the scope of global variables?,File scope.,Any functions that follows their deceleration that  are in the source code file are allowed to have access the variables.  Also global scope variables retrain their value throughout the execution of the program.,
3.2,2.5,[5],What is the scope of global variables?,File scope.,they can be accessed by any C++ file anywhere.,
3.2,5,[8],What is the scope of global variables?,File scope.,Global variables have file scope.,
3.2,2.5,[3],What is the scope of global variables?,File scope.,The scope of global variables are created by placing variable declarations outside any class or function definition.  Global variables retain their values throughout the execution of the program and they can be referenced by any function that follows their declarations or definitions in the source file.,
3.2,5,[4],What is the scope of global variables?,File scope.,A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.,
3.2,4,[24],What is the scope of global variables?,File scope.,Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included,
3.2,5,[9],What is the scope of global variables?,File scope.,They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.,
3.2,3,[22],What is the scope of global variables?,File scope.,can be accesed by any classes that have and object of that variables class in it,
3.2,5,[23],What is the scope of global variables?,File scope.,Global variables have file-scope.  The variable is know to all functions throught the file,
3.2,4.5,[2],What is the scope of global variables?,File scope.,The entire program,
3.2,5,[29],What is the scope of global variables?,File scope.,They have file scope when placed outside a function.,
3.2,5,[31],What is the scope of global variables?,File scope.,File scope.,
3.2,4.5,[12],What is the scope of global variables?,File scope.,They can be used throughout the program,
3.2,3,[21],What is the scope of global variables?,File scope.,Global variable can b accessed by any class wit an object in the variables class,
3.2,5,[13],What is the scope of global variables?,File scope.,The scope of global variables is at the file level.,
3.2,5,[11],What is the scope of global variables?,File scope.,Global variables all have file scope.,
3.2,4.5,[17],What is the scope of global variables?,File scope.,it is accessible by all functions within a program,
3.2,4.5,[7],What is the scope of global variables?,File scope.,"variables accessible anywhere in the program, as long as they are public.",
3.2,5,[10],What is the scope of global variables?,File scope.,They can be referenced by any function following their declaration or definition inside the source file.,
3.2,4.5,[27],What is the scope of global variables?,File scope.,"globally, anywhere in the program.",
3.2,5,[25],What is the scope of global variables?,File scope.,Global variables have a file scope,
3.2,4.5,[20],What is the scope of global variables?,File scope.,The entire program.,
3.2,4.5,[18],What is the scope of global variables?,File scope.,throughout the execution of the program,
3.2,4.5,[19],What is the scope of global variables?,File scope.,"If a variable is declared global, any function or class can use that variable.",
3.2,5,[30],What is the scope of global variables?,File scope.,The entire program or file.,
3.2,4.5,[16],What is the scope of global variables?,File scope.,throught the programm,
3.2,4.5,[26],What is the scope of global variables?,File scope.,the whole code,
3.2,5,[1],What is the scope of global variables?,File scope.,File scope,
3.2,5,[28],What is the scope of global variables?,File scope.,can be referenced by any function that follows their declarations or definitions in the source file,
3.2,4.5,[15],What is the scope of global variables?,File scope.,global variables have program scope (accessible anywhere in program),
3.2,4.5,[14],What is the scope of global variables?,File scope.,variables that exist throught the entire script. their values can be changed anytime in the code and fucntions. ,
3.3,4.5,[6],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.,
3.3,4.5,[5],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code Ã¢?¬âÿÿÿ€?optimize the called code into the caller. <br><br>",
3.3,5,[8],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,The inline keyword advises the compiler to copy the function's code in place to avoid function calls, however the compiler can and typically does ignore the inline qualifier for all but the smallest functions.
3.3,3,[3],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,
3.3,5,[4],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call.",
3.3,2,[24],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,You declare your inline function in the header or before your int main(). You then can call that function at anytime in your main program quickly and easily.,
3.3,4,[9],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"It expands a small function out... making your code longer, but also makes it run faster.",
3.3,3.5,[22],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,the function is not treated as a separate unit like other functions,
3.3,5,[23],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"When the program compiles,it will copy the function inplace, avoiding a function call.",
3.3,5,[2],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"It replaces all instances of that function call with the inline code itself, resulting in longer but faster programs.",
3.3,3,[29],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,
3.3,3,[31],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,Ignores the inline qualifier and typically does so for all but the smallest functions.,
3.3,4.5,[12],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.,
3.3,2,[21],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,it treats them as the same function,
3.3,5,[13],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"Inline functions are copied in place, instead of being referenced.",
3.3,5,[11],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"For inline functions, the compiler creates a copy of the function's code in place so it doesn't have to make a function call and add to the function call stack.",
3.3,5,[17],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,it generates a copy of the function's coding which eliminates calling the function,
3.3,0,[7],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,not answered,
3.3,4.5,[10],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,It generates a copy of the function's code by by inserting it in the program.,
3.3,5,[27],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"tells the compiler to make a copy of function's code in place to avoid a function call.  it typically ignores it, except for the smallest functions.",
3.3,2,[25],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,
3.3,4.5,[20],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"Multiple copies of the function code are inserted into the program, making it bigger.",
3.3,2.5,[18],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,compiler ignores inline qualifier,
3.3,3.5,[19],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"It generates a copy of the function, if it is needed again.",
3.3,5,[30],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"The complier includes copies of inline functions instead of making function calls, but usually only with very small functions.",
3.3,5,[16],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,Compiler generate a copy of the function's code in place (when appropriate) to avoid a function call,
3.3,5,[26],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"instead of calling the function every time it is invoked, the compiler will replace the function call with a copy of the function body",
3.3,4,[1],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,Expands the function into the program,
3.3,5,[28],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,it generates a copy of the functions code in place to avoid a function call,
3.3,5,[15],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,the function call will be replaced by the code that was defined in the inline function,
3.3,4.5,[14],How does the compiler handle inline functions?, It makes a copy of the function code in every place where a function call is made.,"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code Ã¢?¬âÿÿÿ€?optimize the called code into the caller. ",
3.4,5,[6],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,Overall the program has better performance (means it is faster) because it does not have to copy large amounts of data.,
3.4,4.5,[5],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,because you can't change the original and passing by reference limits memory needed for the program.,
3.4,5,[8],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,Passing by reference can eliminate the pass-by-value overhead of copying large amounts of data.,
3.4,5,[3],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,"It is often more efficient to pass references, rather than large objects, to functions. This allows the compiler to pass the address of the object while maintaining the syntax that would have been used to access the object.",
3.4,5,[4],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,"Pass by reference is good for performance reasons, because it can eliminate the pass by value overhead of copying large amounts of data.",
3.4,3,[24],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,You do not alter the original value of the variable that was passed.,
3.4,4.5,[9],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,Don't have to make copies of stuff.,
3.4,5,[22],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,you do not use unessesary memory space to copy variables between functions,
3.4,5,[23],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,It elimitates the need to copy large amonts of data,
3.4,3.5,[2],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,The function can change the data stored in a variable passed by reference directly.,
3.4,3.5,[29],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,Gives called function the ability to access and modify the callerÃ¢?¬â„¢s argument data.,
3.4,3.5,[31],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,Gives called function the ability to access and modify the callerÃ¢?¬â„¢s argument data directly.,
3.4,3,[12],What is the main advantage associated with function arguments that are passed by reference? , It avoids making copies of large data structures when calling functions.,It is more efficient and it changes the variable not online inside the function but outside so that the new value can be used elsewhere.,
