,question,ques_id,reference_answer,student_answer,result,grade
2911,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Yes because she saw the gas on and the vinegar was clear.,partially_correct_incomplete,3
2912,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because a solution is when a solute and a solvent are mixed and she did that.,irrelevant,1
2913,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because she put eggshells in a cup and covered them with vinegar and after a couple of days she saw that they were gone.,correct,4
2914,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,The eggshells dissolved a solution is when the solvent dissolve.,partially_correct_incomplete,3
2915,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,The vinegar destroyed the eggshells.,irrelevant,1
2916,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because he used something that can make it bubble.,irrelevant,1
2917,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,I think Grace thinks she made a solution because she mixed eggshells and vinegar together.,irrelevant,1
2918,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because at the end the eggshell was gone and the water was clear.,correct,4
2919,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Grace thinks she made a solution because the eggshells disappeared into the liquid.,correct,4
2920,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,I think the reason why Grace thinks she made a solution is because the eggshells went away after awhile.,correct,4
2921,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,I think she did make a solution because a solution is when 2 or more materials are mixed together and one disappears into the other.,correct,4
2922,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because it turned into a clear liquid solution.,partially_correct_incomplete,3
2923,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,"She thinks the water was clear, which it was so it was a solution.",partially_correct_incomplete,3
2924,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because there were more bubbles everyday.,irrelevant,1
2925,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because she said the water was clear. When water is clear then it is a solution.,correct,4
2926,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,It is a solution because the eggshells disappeared leaving liquid clear making a solution.,correct,4
2927,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a solution.",MX_36a,A solution was created when the eggshells disappeared (dissolved) and the mixture ended up as a clear liquid.,Because she mixed the vinegar with the eggshells and later bubbles started to show up then it cleared.,correct,4
2928,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,"Because after a while small bubbles appeared, but in the next day, bubbles, starting to be more eggshells were disappeared.",correct,4
2929,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,She made a reaction because it started to bubble after a while.,correct,4
2930,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,She made a reaction because bubbles appeared.,correct,4
2931,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,She did make a reaction by saying that there was bubbles in the cup.,correct,4
2932,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,The eggshells were gone.,irrelevant,1
2933,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Grace thinks she made a reaction because bubbles appeared on the eggshells and that is what a reaction is.,correct,4
2934,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there are bubbles and the shells just disappeared.,correct,4
2935,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,There was bubbles but just there was a gas.,partially_correct_incomplete,3
2936,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because it was bubbles and fizzing.,correct,4
2937,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because it started bubble.,correct,4
2938,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because the eggshells bubbled then dissolved.,correct,4
2939,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because it bubbled.,correct,4
2940,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Bubbles on the eggshells.,correct,4
2941,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there were bubbles.,partially_correct_incomplete,3
2942,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there was bubbles.,correct,4
2943,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,The bubbles made a reaction.,correct,4
2944,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there were gas bubbles.,correct,4
2945,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because she use eggshells and vinegar then small bubbles appeared then there were more bubbles the eggshells turned into a liquid.,correct,4
2946,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because a reaction is where something combines and changes start which is a fizz or bubbles.,correct,4
2947,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there were a lot of bubbles. That one of the effects of a reaction.,correct,4
2948,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there were gas bubbles.,correct,4
2949,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,It was a slow reaction but when it started to bubble and the shell dissolved it was a reaction.,correct,4
2950,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there was a lot of bubbles on the eggshell after she added the vinegar.,correct,4
2951,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because she saw bubbles.,correct,4
2952,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because she put eggshells in a cup and covered them with vinegar and after a couple of days she saw that they were gone.,irrelevant,1
2953,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,A few bubbles came. Gas.,correct,4
2954,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because the egg shells disappeared.,irrelevant,1
2955,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,She made bubbles and that is a common sign of a reaction.,correct,4
2956,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because she mix more there was fizz.,irrelevant,1
2957,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because there were more bubbles everyday.,correct,4
2958,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because the eggshells bubbled and a few days later the eggshells were gone.,correct,4
2959,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,She did make a reaction because she saw bubbles.,correct,4
2960,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because it bubbled.,correct,4
2961,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because it was gone.,irrelevant,1
2962,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,Because it had bubbles appearing.,correct,4
2963,"Grace set up a science experiment. Here's what she wrote in her notebook. First I put eggshells into a cup and covered them with vinegar. After a while, small bubbles appeared on the surface of the eggshells. The next day there were more bubbles. In a couple of days, the eggshells were gone and the liquid was clear. I think I made a solution and a reaction. Explain why Grace thinks she made a reaction.",MX_36b,A reaction was indicated by the bubbles of gas (a new material) being produced.,It bubbled that is why.,correct,4
2964,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",No because no solid that one has more than the other in the same amount of water.,contradictory,2
2965,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",No not all mixtures and solutions come out correct he needs to let it sit or he should let or he should let I stir it.,contradictory,2
2966,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because different materials have different solubility.,correct,4
2967,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because different solids have different solubility is. Janet and Mike used different solids. They are wrong.,correct,4
2968,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes it is possible both solubility's are correct different solubility's very possible because some substances are more able to dissolve in less space than others.,correct,4
2969,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because the water has different materials in it and the materials have different atoms and stuff and that makes changes to what happens to them in water and their solubility.,correct,4
2970,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",No because it has 2 different chemicals and it does not have the same solubilities.,contradictory,2
2971,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because they are whole new materials.,correct,4
2972,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Because they are different ingredients.,correct,4
2973,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because they are 2 different ingredients.,correct,4
2974,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because the solubility is of mixtures are not all the same.,correct,4
2975,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because they are different materials.,correct,4
2976,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because they are both different.,correct,4
2977,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes it is.,partially_correct_incomplete,3
2978,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",What do you mean I do not how what you are say to me so can you help me.,non_domain,0
2979,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because all material move in a different way.,correct,4
2980,Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,MX_41,"Yes, they could both be correct. Solubility is not the same for all materials.",Because they are different things. Nitrate is different then chloride so they cannot be the same weight. Just like a monkey and a elephant.,partially_correct_incomplete,3
